id,title,context,question,answers,predicted_answer,predicted_answer_for_dropped
5726bf325951b619008f7cff,Victoria_and_Albert_Museum,"The Far Eastern collections include more than 70,000 works of art from the countries of East Asia: China, Japan and Korea. The T. T. Tsui Gallery of Chinese art opened in 1991, displaying a representative collection of the V&As approximately 16,000 objects from China, dating from the 4th millennium BC to the present day. Though the majority of art works on display date from the Ming and Qing dynasties, there are exquisite examples of objects dating from the Tang dynasty and earlier periods. Notably, a metre-high bronze head of the Buddha dated to c.750 AD and one of the oldest items a 2,000-year-old jade horse head from a burial, other sculptures include life-size tomb guardians. Classic examples of Chinese manufacturing are displayed that include lacquer, silk, porcelain, jade and cloisonné enamel. Two large ancestor portraits of a husband and wife painted in watercolour on silk date from the 18th century. There is a unique Chinese lacquerware table, made in the imperial workshops during the reign of the Xuande Emperor in the Ming dynasty. Examples of clothing are also displayed. One of the largest objects is a bed from the mid-17th century. The work of contemporary Chinese designers is also displayed.",What is the name of the gallery devoted to Chinese art?,"{'text': array(['The T. T. Tsui Gallery', 'T. T. Tsui Gallery of Chinese art',
       'The T. T. Tsui Gallery of Chinese art'], dtype=object), 'answer_start': array([123, 127, 123], dtype=int32)}",The T. T. Tsui Gallery of Chinese art.,The T. T Tsui Gallery of Chinese art.
5725d2ef271a42140099d258,Apollo_program,"The Saturn IB was an upgraded version of the Saturn I. The S-IB first stage increased the thrust to 1,600,000 pounds-force (7,120 kN), and the second stage replaced the S-IV with the S-IVB-200, powered by a single J-2 engine burning liquid hydrogen fuel with LOX, to produce 200,000 lbf (890 kN) of thrust. A restartable version of the S-IVB was used as the third stage of the Saturn V. The Saturn IB could send over 40,000 pounds (18,100 kg) into low Earth orbit, sufficient for a partially fueled CSM or the LM. Saturn IB launch vehicles and flights were designated with an AS-200 series number, ""AS"" indicating ""Apollo Saturn"" and the ""2"" indicating the second member of the Saturn rocket family.",How much weight could the Saturn IB send into space with this amount of thrust?,"{'text': array(['40,000 pounds', '40,000 pounds', '40,000 pounds',
       '40,000 pounds (18,100 kg)', 'over 40,000 pounds'], dtype=object), 'answer_start': array([417, 417, 417, 417, 412], dtype=int32)}","The Saturn IB could send over 40,000 pounds (18,100 kg) into low Earth orbit.","The Saturn IB could send over 40,000 pounds (18100 kg) into low Earth orbit."
56e08f4a231d4119001ac2b7,Nikola_Tesla,"Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various causes. He believed early on that damage to the skin was not caused by the Roentgen rays, but by the ozone generated in contact with the skin, and to a lesser extent, by nitrous acid. Tesla incorrectly believed that X-rays were longitudinal waves, such as those produced in waves in plasmas. These plasma waves can occur in force-free magnetic fields.",What did tesla incorrectly believe about x-rays?,"{'text': array(['X-rays were longitudinal waves', 'were longitudinal waves',
       'that X-rays were longitudinal waves, such as those produced in waves in plasmas.'],
      dtype=object), 'answer_start': array([415, 422, 410], dtype=int32)}",Tesla incorrectly believed that X-rays were longitudinal waves.,Tesla incorrectly believed that X-rays were longitudinal waves.
57283dbeff5b5019007d9fc7,Doctor_Who,"It has won the Short Form of the Hugo Award for Best Dramatic Presentation, the oldest science fiction/fantasy award for films and series, six times (every year since 2006, except for 2009, 2013 and 2014). The winning episodes were ""The Empty Child""/""The Doctor Dances"" (2006), ""The Girl in the Fireplace"" (2007), ""Blink"" (2008), ""The Waters of Mars"" (2010), ""The Pandorica Opens""/""The Big Bang"" (2011), and ""The Doctor's Wife"" (2012). Doctor Who star Matt Smith won Best Actor in the 2012 National Television awards alongside Karen Gillan who won Best Actress. Doctor Who has been nominated for over 200 awards and has won over a hundred of them.","How many awards has Doctor Who been nominated for, over the years?","{'text': array(['over 200', 'over 200', 'over 200'], dtype=object), 'answer_start': array([596, 596, 596], dtype=int32)}",Doctor Who has been nominated for over 200 awards.,Doctor has been nominated for over 200 awards.
56d9a637dc89441400fdb698,Super_Bowl_50,"As the designated home team in the annual rotation between AFC and NFC teams, the Broncos elected to wear their road white jerseys with matching white pants. Elway stated, ""We've had Super Bowl success in our white uniforms."" The Broncos last wore matching white jerseys and pants in the Super Bowl in Super Bowl XXXIII, Elway's last game as Denver QB, when they defeated the Atlanta Falcons 34–19. In their only other Super Bowl win in Super Bowl XXXII, Denver wore blue jerseys, which was their primary color at the time. They also lost Super Bowl XXI when they wore white jerseys, but they are 0-4 in Super Bowls when wearing orange jerseys, losing in Super Bowl XII, XXII, XXIV, and XLVIII. The only other AFC champion team to have worn white as the designated home team in the Super Bowl was the Pittsburgh Steelers; they defeated the Seattle Seahawks 21–10 in Super Bowl XL 10 seasons prior. The Broncos' decision to wear white meant the Panthers would wear their standard home uniform: black jerseys with silver pants.",What was the color of the jerseys in Super Bowl XXXII when Elway was quarterback?,"{'text': array(['blue', 'blue', 'white'], dtype=object), 'answer_start': array([467, 467, 209], dtype=int32)}",The color of the jerseys in Super Bowl XXXII when Elway was quarterback was blue.,The color of the jerseys in Super Bowl XXXII when Elway was quarterback was blue.
56e1b754cd28a01900c67abd,Computational_complexity_theory,"Analogous definitions can be made for space requirements. Although time and space are the most well-known complexity resources, any complexity measure can be viewed as a computational resource. Complexity measures are very generally defined by the Blum complexity axioms. Other complexity measures used in complexity theory include communication complexity, circuit complexity, and decision tree complexity.",A complexity resource can also be described as what other type of resource?,"{'text': array(['computational resource', 'computational', 'computational'],
      dtype=object), 'answer_start': array([170, 170, 170], dtype=int32)}",A complexity resource can also be described as a computational resource.,computational resource
56e19557e3433e1400422ff0,Computational_complexity_theory,"An example of a decision problem is the following. The input is an arbitrary graph. The problem consists in deciding whether the given graph is connected, or not. The formal language associated with this decision problem is then the set of all connected graphs—of course, to obtain a precise definition of this language, one has to decide how graphs are encoded as binary strings.",What is the term for the set of all connected graphs related to this decision problem?,"{'text': array(['formal language', 'The formal language',
       'The formal language associated with this decision problem'],
      dtype=object), 'answer_start': array([167, 163, 163], dtype=int32)}",The term for the set of all connected graphs related to this decision problem is the formal language.,The term for the set of all connected graphs related to this decision problem is the formal language.
5728705c2ca10214002da35b,Yuan_dynasty,"When Yesün Temür died in Shangdu in 1328, Tugh Temür was recalled to Khanbaliq by the Qipchaq commander El Temür. He was installed as the emperor (Emperor Wenzong) in Khanbaliq, while Yesün Temür's son Ragibagh succeeded to the throne in Shangdu with the support of Yesün Temür's favorite retainer Dawlat Shah. Gaining support from princes and officers in Northern China and some other parts of the dynasty, Khanbaliq-based Tugh Temür eventually won the civil war against Ragibagh known as the War of the Two Capitals. Afterwards, Tugh Temür abdicated in favour of his brother Kusala, who was backed by Chagatai Khan Eljigidey, and announced Khanbaliq's intent to welcome him. However, Kusala suddenly died only four days after a banquet with Tugh Temür. He was supposedly killed with poison by El Temür, and Tugh Temür then remounted the throne. Tugh Temür also managed to send delegates to the western Mongol khanates such as Golden Horde and Ilkhanate to be accepted as the suzerain of Mongol world. However, he was mainly a puppet of the powerful official El Temür during his latter three-year reign. El Temür purged pro-Kusala officials and brought power to warlords, whose despotic rule clearly marked the decline of the dynasty.",What was the civil war against Ragibagh also called?,"{'text': array(['the War of the Two Capitals', 'War of the Two Capitals',
       'the War of the Two Capitals'], dtype=object), 'answer_start': array([490, 494, 490], dtype=int32)}",The civil war against Ragibagh was also called the War of the Two Capitals.,The civil war against Ragibagh was also called the War of the Two Capitals.
5726534d708984140094c26e,Black_Death,"A variety of alternatives to the Y. pestis have been put forward. Twigg suggested that the cause was a form of anthrax, and Norman Cantor (2001) thought it may have been a combination of anthrax and other pandemics. Scott and Duncan have argued that the pandemic was a form of infectious disease that characterise as hemorrhagic plague similar to Ebola. Archaeologist Barney Sloane has argued that there is insufficient evidence of the extinction of a large number of rats in the archaeological record of the medieval waterfront in London and that the plague spread too quickly to support the thesis that the Y. pestis was spread from fleas on rats; he argues that transmission must have been person to person. However, no single alternative solution has achieved widespread acceptance. Many scholars arguing for the Y. pestis as the major agent of the pandemic suggest that its extent and symptoms can be explained by a combination of bubonic plague with other diseases, including typhus, smallpox and respiratory infections. In addition to the bubonic infection, others point to additional septicemic (a type of ""blood poisoning"") and pneumonic (an airborne plague that attacks the lungs before the rest of the body) forms of the plague, which lengthen the duration of outbreaks throughout the seasons and help account for its high mortality rate and additional recorded symptoms. In 2014, scientists with Public Health England announced the results of an examination of 25 bodies exhumed from the Clerkenwell area of London, as well as of wills registered in London during the period, which supported the pneumonic hypothesis.",What was Norman Cantor's theory about the plague?,"{'text': array(['a combination of anthrax and other pandemics',
       'a combination of anthrax and other pandemics',
       'a combination of anthrax and other pandemics'], dtype=object), 'answer_start': array([170, 170, 170], dtype=int32)}",Norman Cantor's theory was that the plague may have been a combination of anthrax and other pandemics.,Norman Cantor's theory about the plague was that it may have been a combination of anthrax and other pandemics.
5727aa413acd2414000de922,Harvard_University,"Established originally by the Massachusetts legislature and soon thereafter named for John Harvard (its first benefactor), Harvard is the United States' oldest institution of higher learning, and the Harvard Corporation (formally, the President and Fellows of Harvard College) is its first chartered corporation. Although never formally affiliated with any denomination, the early College primarily trained Congregationalist and Unitarian clergy. Its curriculum and student body were gradually secularized during the 18th century, and by the 19th century Harvard had emerged as the central cultural establishment among Boston elites. Following the American Civil War, President Charles W. Eliot's long tenure (1869–1909) transformed the college and affiliated professional schools into a modern research university; Harvard was a founding member of the Association of American Universities in 1900. James Bryant Conant led the university through the Great Depression and World War II and began to reform the curriculum and liberalize admissions after the war. The undergraduate college became coeducational after its 1977 merger with Radcliffe College.",When did the undergraduate program become coeducational?,"{'text': array(['1977', '1977', '1977'], dtype=object), 'answer_start': array([1117, 1117, 1117], dtype=int32)}",The undergraduate program became coeducational after its 1977 merger with Radcliffe College.,The undergraduate program became coeducational after its 1977 merger with Radcliffe College.
5726a3c6f1498d1400e8e5b0,European_Union_law,"The Social Chapter is a chapter of the 1997 Treaty of Amsterdam covering social policy issues in European Union law. The basis for the Social Chapter was developed in 1989 by the ""social partners"" representatives, namely UNICE, the employers' confederation, the European Trade Union Confederation (ETUC) and CEEP, the European Centre of Public Enterprises. A toned down version was adopted as the Social Charter at the 1989 Strasbourg European Council. The Social Charter declares 30 general principles, including on fair remuneration of employment, health and safety at work, rights of disabled and elderly, the rights of workers, on vocational training and improvements of living conditions. The Social Charter became the basis for European Community legislation on these issues in 40 pieces of legislation.",When was the basis for the Social Chapter developed?,"{'text': array(['1989', '1989', '1989'], dtype=object), 'answer_start': array([167, 167, 167], dtype=int32)}",The basis for the Social Chapter was developed in 1989.,"The basis for the Social Chapter was developed by the ""social partners"" representatives, namely UNICE, the employers' confederation, the European Trade Union Confederation (ETUC) CEEP, the European Centre of Public Enterprises."
57273b69dd62a815002e99d6,American_Broadcasting_Company,"In addition to Who Wants to Be a Millionaire, the network entered the 2000s with hits held over from the previous decade such as The Practice, NYPD Blue and The Wonderful World of Disney and new series such as My Wife and Kids and According to Jim, all of which managed to help ABC stay ahead of the competition in the ratings in spite of the later departure of Millionaire. 2000 saw the end of ""TGIF"", which was struggling to find new hits (with Boy Meets World and Sabrina, the Teenage Witch, the latter of which moved to The WB in September 2000, beginning to wane as well by this point) following the loss of Family Matters and Step by Step to CBS as part of its own failed attempt at a family-oriented Friday comedy block in the 1997–98 season. Outside of Friday stalwart 20/20, Friday nights remained a weak spot for ABC for the next 11 years.","What year did ABC's ""TGIF"" end?","{'text': array(['2000', '2000', '2000'], dtype=object), 'answer_start': array([375, 375, 375], dtype=int32)}",2000,2000
572966ebaf94a219006aa394,Chloroplast,"Some dinophytes, like Kryptoperidinium and Durinskia have a diatom (heterokontophyte) derived chloroplast. These chloroplasts are bounded by up to five membranes, (depending on whether you count the entire diatom endosymbiont as the chloroplast, or just the red algal derived chloroplast inside it). The diatom endosymbiont has been reduced relatively little—it still retains its original mitochondria, and has endoplasmic reticulum, ribosomes, a nucleus, and of course, red algal derived chloroplasts—practically a complete cell, all inside the host's endoplasmic reticulum lumen. However the diatom endosymbiont can't store its own food—its starch is found in granules in the dinophyte host's cytoplasm instead. The diatom endosymbiont's nucleus is present, but it probably can't be called a nucleomorph because it shows no sign of genome reduction, and might have even been expanded. Diatoms have been engulfed by dinoflagellates at least three times.",What is sometimes but not always counted regarding Durinskia's chloroplast membranes?,"{'text': array(['the entire diatom endosymbiont as the chloroplast',
       'the entire diatom endosymbiont', 'diatom endosymbiont'],
      dtype=object), 'answer_start': array([195, 195, 206], dtype=int32)}",The entire diatom endosymbiont as the chloroplast.,The entire diatom endosymbiont is sometimes but not always counted regarding Durinskia's chloroplast membranes.
56e08a1f7aa994140058e5db,Nikola_Tesla,"On 30 July 1891, at the age of 35, Tesla became a naturalized citizen of the United States, and established his South Fifth Avenue laboratory, and later another at 46 E. Houston Street, in New York. He lit electric lamps wirelessly at both locations, demonstrating the potential of wireless power transmission. In the same year, he patented the Tesla coil.",Where was Tesla's laboratory established?,"{'text': array(['New York', 'South Fifth Avenue', 'South Fifth Avenue'],
      dtype=object), 'answer_start': array([189, 112, 112], dtype=int32)}",Tesla's laboratory was established at South Fifth Avenue and later at 46 E. Houston Street in New York.,Tesla's laboratory was established at South Fifth Avenue and later at 46 E Houston Street.
57277bfc708984140094deda,American_Broadcasting_Company,"The Sinclair Broadcast Group is the largest operator of ABC stations by numerical total, owning or providing services to 28 ABC affiliates and two additional subchannel-only affiliates; Sinclair owns the largest ABC subchannel affiliate by market size, WABM-DT2/WDBB-DT2 in the Birmingham market, which serve as repeaters of WBMA-LD (the largest low-power ""Big Four"" affiliate by market size, which itself is also simulcast on a subchannel of former WBMA satellite WGWW, owned by Sinclair partner company Howard Stirk Holdings). The E. W. Scripps Company is the largest operator of ABC stations in terms of overall market reach, owning 15 ABC-affiliated stations (including affiliates in larger markets such as Cleveland, Phoenix, Detroit and Denver), and through its ownership of Phoenix affiliate KNXV, Las Vegas affiliate KTNV-TV and Tucson affiliate KGUN-TV, the only provider of ABC programming for the majority of Arizona (outside of the Yuma-El Centro market) and Southern Nevada.",What is the biggest ABC subchannel affiliate by the size of markets?,"{'text': array(['WABM-DT2/WDBB-DT2 in the Birmingham market', 'WABM-DT2/WDBB-DT2',
       'Sinclair'], dtype=object), 'answer_start': array([253, 253, 186], dtype=int32)}",WABM-DT2/WDBB-DT2 in the Birmingham market,WABM-DT2/WDBB-DT2 in the Birmingham market
56f8a2969e9bad19000a022e,Martin_Luther,"Early in 1537, Johannes Agricola (1494–1566) – serving at the time as pastor in Luther's birthplace, Eisleben – preached a sermon in which he claimed that God's gospel, not God's moral law (the Ten Commandments), revealed God's wrath to Christians. Based on this sermon and others by Agricola, Luther suspected that Agricola was behind certain anonymous antinomian theses circulating in Wittenberg. These theses asserted that the law is no longer to be taught to Christians but belonged only to city hall. Luther responded to these theses with six series of theses against Agricola and the antinomians, four of which became the basis for disputations between 1538 and 1540. He also responded to these assertions in other writings, such as his 1539 open letter to C. Güttel Against the Antinomians, and his book On the Councils and the Church from the same year.",How did Luther respond to Agricola?,"{'text': array(['theses against Agricola', 'six series of theses',
       'six series of theses against Agricola'], dtype=object), 'answer_start': array([558, 544, 544], dtype=int32)}",Luther responded to Agricola with six series of theses and other writings.,"Yes, Luther responded to Agricola."
5726b58f5951b619008f7b59,European_Union_law,"While the concept of a ""social market economy"" was only introduced into EU law in 2007, free movement and trade were central to European development since the Treaty of Rome 1957. According to the standard theory of comparative advantage, two countries can both benefit from trade even if one of them has a less productive economy in all respects. Like in other regional organisations such as the North American Free Trade Association, or the World Trade Organisation, breaking down barriers to trade, and enhancing free movement of goods, services, labour and capital, is meant to reduce consumer prices. It was originally theorised that a free trade area had a tendency to give way to a customs union, which led to a common market, then monetary union, then union of monetary and fiscal policy, political and eventually a full union characteristic of a federal state. In Europe, however, those stages were considerably mixed, and it remains unclear whether the ""endgame"" should be the same as a state, traditionally understood. In practice free trade, without standards to ensure fair trade, can benefit some people and groups within countries (particularly big business) much more than others, but will burden people who lack bargaining power in an expanding market, particularly workers, consumers, small business, developing industries, and communities. The Treaty on the Functioning of the European Union articles 28 to 37 establish the principle of free movement of goods in the EU, while articles 45 to 66 require free movement of persons, services and capital. These so-called ""four freedoms"" were thought to be inhibited by physical barriers (e.g. customs), technical barriers (e.g. differing laws on safety, consumer or environmental standards) and fiscal barriers (e.g. different Value Added Tax rates). The tension in the law is that the free movement and trade is not supposed to spill over into a licence for unrestricted commercial profit. The Treaties limit free trade, to prioritise other values such as public health, consumer protection, labour rights, fair competition, and environmental improvement. Increasingly the Court of Justice has taken the view that the specific goals of free trade are underpinned by the general aims of the treaty for improvement of people's well being.", What entity has taken the view that the goals of free trade are underpinned by the aims to improve people's well being?,"{'text': array(['the Court of Justice', 'the Court of Justice',
       'the Court of Justice'], dtype=object), 'answer_start': array([2135, 2135, 2135], dtype=int32)}",The Court of Justice.,The Court of [EU] has taken the view that the goals of free trade are underpin the aims to improve people's well being.
56e0fb887aa994140058e869,Nikola_Tesla,"In 1898, Tesla demonstrated a radio-controlled boat—which he dubbed ""teleautomaton""—to the public during an electrical exhibition at Madison Square Garden. The crowd that witnessed the demonstration made outrageous claims about the workings of the boat, such as magic, telepathy, and being piloted by a trained monkey hidden inside. Tesla tried to sell his idea to the U.S. military as a type of radio-controlled torpedo, but they showed little interest. Remote radio control remained a novelty until World War I and afterward, when a number of countries used it in military programs. Tesla took the opportunity to further demonstrate ""Teleautomatics"" in an address to a meeting of the Commercial Club in Chicago, while he was travelling to Colorado Springs, on 13 May 1899.",When did Tesla give a demonstration of his remote control boat?,"{'text': array(['1898', 'In 1898,', '1898'], dtype=object), 'answer_start': array([3, 0, 3], dtype=int32)}",Tesla gave a demonstration of his remote control boat in 1898.,"Yes, Tesla gave a demonstration of his remote-controlled boat."
5726ba83dd62a815002e8e6c,Victoria_and_Albert_Museum,"As well as period rooms, the collection includes parts of buildings, for example the two top stories of the facade of Sir Paul Pindar's house dated c1600 from Bishopsgate with elaborately carved wood work and leaded windows, a rare survivor of the Great Fire of London, there is a brick portal from a London house of the English Restoration period and a fireplace from the gallery of Northumberland house. European examples include a dormer window dated 1523–35 from the chateau of Montal. There are several examples from Italian Renaissance buildings including, portals, fireplaces, balconies and a stone buffet that used to have a built in fountain. The main architecture gallery has a series of pillars from various buildings and different periods, for example a column from the Alhambra. Examples covering Asia are in those galleries concerned with those countries, as well as models and photographs in the main architecture gallery.",When is Sir Pindar's house dated?,"{'text': array(['c1600', 'c1600', 'c1600'], dtype=object), 'answer_start': array([148, 148, 148], dtype=int32)}",c1600,Sir Paul Pindar's house is dated c1600.
57268c01dd62a815002e8914,Ctenophora,"On the other hand, in the late 1980s the Western Atlantic ctenophore Mnemiopsis leidyi was accidentally introduced into the Black Sea and Sea of Azov via the ballast tanks of ships, and has been blamed for causing sharp drops in fish catches by eating both fish larvae and small crustaceans that would otherwise feed the adult fish. Mnemiopsis is well equipped to invade new territories (although this was not predicted until after it so successfully colonized the Black Sea), as it can breed very rapidly and tolerate a wide range of water temperatures and salinities. The impact was increased by chronic overfishing, and by eutrophication that gave the entire ecosystem a short-term boost, causing the Mnemiopsis population to increase even faster than normal – and above all by the absence of efficient predators on these introduced ctenophores. Mnemiopsis populations in those areas were eventually brought under control by the accidental introduction of the Mnemiopsis-eating North American ctenophore Beroe ovata, and by a cooling of the local climate from 1991 to 1993, which significantly slowed the animal's metabolism. However the abundance of plankton in the area seems unlikely to be restored to pre-Mnemiopsis levels.",When was ctenophore mnemiopsis leidyi introduced into The Black Sea and the Sea of Azov?,"{'text': array(['in the late 1980s', 'the late 1980s', 'late 1980s'], dtype=object), 'answer_start': array([19, 22, 26], dtype=int32)}",In the late 1980s.,"Yes, the ctenophore Mnemiopsis leidyi was introduced into the Black Sea and Sea of Azov."
572f60f4947a6a140053c8ea,Rhine,"In the centre of Basel, the first major city in the course of the stream, is located the ""Rhine knee""; this is a major bend, where the overall direction of the Rhine changes from West to North. Here the High Rhine ends. Legally, the Central Bridge is the boundary between High and Upper Rhine. The river now flows North as Upper Rhine through the Upper Rhine Plain, which is about 300 km long and up to 40 km wide. The most important tributaries in this area are the Ill below of Strasbourg, the Neckar in Mannheim and the Main across from Mainz. In Mainz, the Rhine leaves the Upper Rhine Valley and flows through the Mainz Basin.",What is the first major city in the stream of the Rhine?,"{'text': array(['Basel', 'Basel', 'Basel,'], dtype=object), 'answer_start': array([17, 17, 17], dtype=int32)}",Basel,Basel
572fdd03a23a5019007fcaa0,Scottish_Parliament,"A procedural consequence of the establishment of the Scottish Parliament is that Scottish MPs sitting in the UK House of Commons are able to vote on domestic legislation that applies only to England, Wales and Northern Ireland – whilst English, Scottish, Welsh and Northern Irish Westminster MPs are unable to vote on the domestic legislation of the Scottish Parliament. This phenomenon is known as the West Lothian question and has led to criticism. Following the Conservative victory in the 2015 UK election, standing orders of the House of Commons were changed to give MPs representing English constituencies a new ""veto"" over laws only affecting England.",What party had a victory in the 2015 UK election?,"{'text': array(['the Conservative', 'Conservative', 'Conservative'], dtype=object), 'answer_start': array([461, 465, 465], dtype=int32)}",The Conservative party had a victory in the 2015 UK election.,The Conservative party had a victory in the 2015 UK election.
5730aeba069b531400832241,United_Methodist_Church,"Justifying Grace or Accepting Grace is that grace, offered by God to all people, that we receive by faith and trust in Christ, through which God pardons the believer of sin. It is in justifying grace we are received by God, in spite of our sin. In this reception, we are forgiven through the atoning work of Jesus Christ on the cross. The justifying grace cancels our guilt and empowers us to resist the power of sin and to fully love God and neighbor. Today, justifying grace is also known as conversion, ""accepting Jesus as your personal Lord and Savior,"" or being ""born again"". John Wesley originally called this experience the New Birth. This experience can occur in different ways; it can be one transforming moment, such as an altar call experience, or it may involve a series of decisions across a period of time.",What is the grace that we receive by faith and trust in God?,"{'text': array(['Justifying Grace or Accepting Grace',
       'Justifying Grace or Accepting Grace', 'Justifying Grace'],
      dtype=object), 'answer_start': array([0, 0, 0], dtype=int32)}",Justifying Grace or Accepting Grace,The grace that we receive by faith and trust in God is justifying grace.
57265360dd62a815002e819c,1973_oil_crisis,"Although lacking historical connections to the Middle East, Japan was the country most dependent on Arab oil. 71% of its imported oil came from the Middle East in 1970. On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy. It received a 5% production cut in December, causing a panic. On November 22, Japan issued a statement ""asserting that Israel should withdraw from all of the 1967 territories, advocating Palestinian self-determination, and threatening to reconsider its policy toward Israel if Israel refused to accept these preconditions"". By December 25, Japan was considered an Arab-friendly state.","To force Japan to be more involved in the crisis, what did Saudi and Kuwaiti government do?","{'text': array(['5% production cut', 'declared Japan a ""nonfriendly"" country',
       'declared Japan a ""nonfriendly"" country',
       'declared Japan a ""nonfriendly"" country',
       'declared Japan a ""nonfriendly"" country'], dtype=object), 'answer_start': array([330, 224, 224, 224, 224], dtype=int32)}","The Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country.","The Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country and imposed a 5% production cut on its imported oil."
57272dd55951b619008f8697,Genghis_Khan,"In 1227, Genghis Khan's army attacked and destroyed the Tangut capital of Ning Hia and continued to advance, seizing Lintiao-fu, Xining province, Xindu-fu, and Deshun province in quick succession in the spring. At Deshun, the Tangut general Ma Jianlong put up a fierce resistance for several days and personally led charges against the invaders outside the city gate. Ma Jianlong later died from wounds received from arrows in battle. Genghis Khan, after conquering Deshun, went to Liupanshan (Qingshui County, Gansu Province) to escape the severe summer. The new Tangut emperor quickly surrendered to the Mongols, and the rest of the Tanguts officially surrendered soon after. Not happy with their betrayal and resistance, Genghis Khan ordered the entire imperial family to be executed, effectively ending the Tangut lineage.",What was the name of the Tangut capital?,"{'text': array(['Ning Hia', 'Ning Hia', 'Ning Hia'], dtype=object), 'answer_start': array([74, 74, 74], dtype=int32)}",The Tangut capital was called Ning Hia.,The name of the Tangut capital was Ning Hia.
56dfaa047aa994140058dfbe,Nikola_Tesla,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (although some sources say that he died of a stroke). During that year, Tesla taught a large class of students in his old school, Higher Real Gymnasium, in Gospić.",When was Tesla returned to Gospic?,"{'text': array(['March 1879', 'On 24 March 1879', '24 March 1879'], dtype=object), 'answer_start': array([6, 0, 3], dtype=int32)}",On 24 March 1879.,"Yes, Tesla was returned to Gospic."
56e775ec00c9c71400d77160,Teacher,"In Scotland, anyone wishing to teach must be registered with the General Teaching Council for Scotland (GTCS). Teaching in Scotland is an all graduate profession and the normal route for graduates wishing to teach is to complete a programme of Initial Teacher Education (ITE) at one of the seven Scottish Universities who offer these courses. Once successfully completed, ""Provisional Registration"" is given by the GTCS which is raised to ""Full Registration"" status after a year if there is sufficient evidence to show that the ""Standard for Full Registration"" has been met.","How long until the Provisional Registration is upgraded, if requirements are met?","{'text': array(['after a year', 'a year', 'a year'], dtype=object), 'answer_start': array([466, 472, 472], dtype=int32)}",After a year.,The Provision Registration is upgraded to Full Registration status after a year if requirements are met.
56e08aa0231d4119001ac29a,Nikola_Tesla,"Tesla served as a vice president of the American Institute of Electrical Engineers, the forerunner (along with the Institute of Radio Engineers) of the modern-day IEEE, from 1892 to 1894.",What was the forerunner of the modern-day IEEE?,"{'text': array(['American Institute of Electrical Engineers',
       'the American Institute of Electrical Engineers',
       'American Institute of Electrical Engineers'], dtype=object), 'answer_start': array([40, 36, 40], dtype=int32)}",The forerunner of the modern-day IEEE was the American Institute of Electrical Engineers.,The American Institute of Electrical Engineers was the forerunner of the modern- IEEE.
57296ab93f37b3190047836c,Chloroplast,"One of competing model for cpDNA replication asserts that most cpDNA is linear and participates in homologous recombination and replication structures similar to bacteriophage T4. It has been established that some plants have linear cpDNA, such as maize, and that more species still contain complex structures that scientists do not yet understand. When the original experiments on cpDNA were performed, scientists did notice linear structures; however, they attributed these linear forms to broken circles. If the branched and complex structures seen in cpDNA experiments are real and not artifacts of concatenated circular DNA or broken circles, then a D-loop mechanism of replication is insufficient to explain how those structures would replicate. At the same time, homologous recombination does not expand the multiple A --> G gradients seen in plastomes. Because of the failure to explain the deamination gradient as well as the numerous plant species that have been shown to have circular cpDNA, the predominant theory continues to hold that most cpDNA is circular and most likely replicates via a D loop mechanism.",How does most plants' cpDNA replicate?,"{'text': array(['via a D loop mechanism', 'via a D loop mechanism',
       'via a D loop mechanism'], dtype=object), 'answer_start': array([1099, 1099, 1099], dtype=int32)}",Most plants' cpDNA replicates via a D loop mechanism.,The passage states that the predominant theory holds that most plants' cpDNA replicates via a D loop mechanism.
56e11f83cd28a01900c67611,Nikola_Tesla,"Tesla was a good friend of Francis Marion Crawford, Robert Underwood Johnson, Stanford White, Fritz Lowenstein, George Scherff, and Kenneth Swezey. In middle age, Tesla became a close friend of Mark Twain; they spent a lot of time together in his lab and elsewhere. Twain notably described Tesla's induction motor invention as ""the most valuable patent since the telephone."" In the late 1920s, Tesla also befriended George Sylvester Viereck, a poet, writer, mystic, and later, a Nazi propagandist. Tesla occasionally attended dinner parties held by Viereck and his wife.",What famous writer was Tesla's good friend?,"{'text': array(['Mark Twain', 'Mark Twain', 'Mark Twain'], dtype=object), 'answer_start': array([194, 194, 194], dtype=int32)}",Mark Twain,Mark Twain
56d714cd0d65d21400198356,Super_Bowl_50,"In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally. A professional fundraiser will aid in finding business sponsors and individual donors, but still may need the city council to help fund the event. Additional funding will be provided by the city council, which has announced plans to set aside seed funding for the event.","Where was a beer, wine and food festival held at prior to the Super Bowl?","{'text': array(['Bellomy Field', 'Bellomy Field', 'Santa Clara Convention Center'],
      dtype=object), 'answer_start': array([167, 167, 102], dtype=int32)}",Bellomy Field at Santa Clara University,"A beer, wine and food festival was held at Bellomy Field at Santa University prior to the Super."
